HVP-6.0-SP2p41.1-2199-39494
Interactive Services
AdministrationReportsConfigurationuser: rcronqui@west.com Logout
Customer Usage
Call
Call ID:	e4008-20180619152004760-602
Application Name:	SamsRefillReminderDev
Application Description:	SamsRefillReminderDev
CLID:	9990004328175470041
DNIS:	7513123017
Call Date:	Tuesday, June 19th 2018
Call Utterance:	not available
Event Search
Event ID:	  
Parameter:	
 
Events
Time	ID	Param ID	Utterance
15:20:04	call start	ANI=9990004328175470041|DNIS=7513123017|VURL=http://10.27.120.52:80/vxml/docs/47793686300.vdoc|outbound=Y	-
15:20:04	document dump	URL=/opt/holly/client/data/dnis/all.js|fetchtype=script|mimetype=test/javascript	-
15:20:04	fetch	uri=http://10.27.120.52:80/vxml/docs/47793686300.vdoc|fetchtype=vxml|mimetype=text/plain|incache=false|latency=0.004|documentsize=6909|outcome=success|failover=false|localport=43428|hostname=10.27.120.52|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=49|bytesread=7259|byteswritten=188|cachedecision=nc(no-cache)|method=GET	-
15:20:04	document dump	URL=http://10.27.120.52:80/vxml/docs/47793686300.vdoc|fetchtype=vxml|mimetype=text/plain	-
15:20:04	fetch	uri=http://10.27.122.135:5959/vxml/appHolly.vxml|fetchtype=vxml|mimetype=application/voicexml+xml|incache=false|latency=0.006|documentsize=4221|outcome=success|failover=false|localport=50178|hostname=10.27.122.135|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=44|bytesread=4505|byteswritten=240|cachedecision=ca(vxml maxage)(Last Modified)|method=GET	-
15:20:04	document dump	URL=http://10.27.122.135:5959/vxml/appHolly.vxml|fetchtype=vxml|mimetype=application/voicexml+xml	-
15:20:04	placecall start	remote=sip:9990004328175470041@10.27.219.50:5060;req=47793686300-1;APN=7513123017|local=7513123017<sip:8175470223@10.27.219.50:5060>|application=7513123017	-
15:20:08	placecall end	result=success	-
15:20:08	sip session	callid=cfea6fca-e987-47fa-953f-8028345673ef@10.27.128.109|remote-rtp=10.27.219.10:26324|local-rtp=10.27.128.109:12804|originator=LOCAL	-
15:20:08	asr session	asrengine=dtmf|sessionid=dtmf:linux6425:wichllyp:609|setuptime=0.000	-
15:20:08	log	label=messageid|expr=3CC8196431A1498582D2E8ABEB5AD2F9	-
15:20:08	fetch	uri=http://linux2441.wic.west.com/vxml/samsclub/refillreminder/index.php|fetchtype=vxml|mimetype=text/html|incache=false|latency=0.008|documentsize=11323|outcome=success|failover=false|localport=36530|hostname=linux2441.wic.west.com|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=68|bytesread=11682|byteswritten=1208|cachedecision=n/a|method=POST	-
15:20:08	document dump	URL=http://linux2441.wic.west.com/vxml/samsclub/refillreminder/index.php|fetchtype=vxml|mimetype=text/html	-
15:20:08	fetch	uri=http://linux2441.wic.west.com/vxml/samsclub/refillreminder/dev/root.vxml.php|fetchtype=vxml|mimetype=text/html|incache=false|latency=0.014|documentsize=16880|outcome=success|failover=false|localport=36532|hostname=linux2441.wic.west.com|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=76|bytesread=17181|byteswritten=317|cachedecision=nc(pragma no-cache)|method=GET	-
15:20:08	document dump	URL=http://linux2441.wic.west.com/vxml/samsclub/refillreminder/dev/root.vxml.php|fetchtype=vxml|mimetype=text/html	-
15:20:08	document dump	URL=/opt/holly/client/data/dnis/all.js|fetchtype=script|mimetype=test/javascript	-
15:20:08	log	content=PRE Sonus ANI: 9990004328175470041	-
15:20:08	log	content=POST Sonus ANI: 8175470041	-
15:20:08	fetch	uri=http://linux2441.wic.west.com/vxml/samsclub/refillreminder/index.php|fetchtype=vxml|mimetype=text/html|incache=false|latency=0.009|documentsize=2981|outcome=success|failover=false|localport=36534|hostname=linux2441.wic.west.com|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=68|bytesread=3256|byteswritten=2113|cachedecision=n/a|method=POST	-
15:20:08	document dump	URL=http://linux2441.wic.west.com/vxml/samsclub/refillreminder/index.php|fetchtype=vxml|mimetype=text/html	-
15:20:08	fetch	uri=http://linux2441.wic.west.com/vxml/samsclub/refillreminder/dev/root.vxml.php|fetchtype=vxml|mimetype=text/html|incache=false|latency=0.014|documentsize=17373|outcome=success|failover=false|localport=36536|hostname=linux2441.wic.west.com|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=76|bytesread=17674|byteswritten=317|cachedecision=nc(pragma no-cache)|method=GET	-
15:20:08	document dump	URL=http://linux2441.wic.west.com/vxml/samsclub/refillreminder/dev/root.vxml.php|fetchtype=vxml|mimetype=text/html	-
15:20:08	log	content=FRAMEWORK FILENAME: /wic/wic/wic/wicstd/framework/v.holly.15.20180619	-
15:20:08	log	content=FRAMEWORK LOGDATA: 1529436004,4008,602,20180619,152004,7513123017,8175470041,samsclub,refillreminder,20,Holly,4008,e4008-20180619152004760-602,linux2441,9990004328175470041	-
15:20:08	fetch	uri=http://linux2441.wic.west.com/vxml/samsclub/refillreminder/dev/start.vxml.php|fetchtype=vxml|mimetype=text/html|incache=false|latency=0.079|documentsize=13880|outcome=success|failover=false|localport=36538|hostname=linux2441.wic.west.com|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=77|bytesread=14182|byteswritten=1262|cachedecision=n/a|method=POST	-
15:20:08	document dump	URL=http://linux2441.wic.west.com/vxml/samsclub/refillreminder/dev/start.vxml.php|fetchtype=vxml|mimetype=text/html	-
15:20:08	fetch	uri=http://linux2441.wic.west.com/vxml/samsclub/refillreminder/dev/root.vxml.php|fetchtype=vxml|mimetype=text/html|incache=false|latency=0.015|documentsize=17376|outcome=success|failover=false|localport=36540|hostname=linux2441.wic.west.com|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=76|bytesread=17677|byteswritten=317|cachedecision=nc(pragma no-cache)|method=GET	-
15:20:08	document dump	URL=http://linux2441.wic.west.com/vxml/samsclub/refillreminder/dev/root.vxml.php|fetchtype=vxml|mimetype=text/html	-
15:20:08	log	content= currentTime=19:20:07 currentTime=14:20:07	-
15:20:08	log	content= Drugs 0 are = Atenolol	-
15:20:08	log	content=AppVersion = 1.0.0	-
15:20:08	log	content=AppVersionDate = 10/03/2017	-
15:20:08	log	content=AppName = refillreminder	-
15:20:08	log	content=ServerAlias = informixdb26	-
15:20:08	log	content=Database = campmgr2	-
15:20:08	log	content=PrimaryServer = ibm90	-
15:20:08	log	content=PrimaryServerMTL = ibm90_spy	-
15:20:08	log	content=PrimaryRealFeed = ibm91_spy	-
15:20:08	log	content=SecondaryServer = ibm90	-
15:20:08	log	content=SecondaryServerMTL = ibm90_spy	-
15:20:08	log	content=SecondaryRealFeed = ibm91_spy	-
15:20:08	log	content=WSSIPrimaryServer = wssi_mtl_Dev	-
15:20:08	log	content=AudioPath = http://promptstore/voice/samsclub/refillreminder/en-us/	-
15:20:08	log	content=EnglishAudioPath = http://promptstore/voice/samsclub/refillreminder/en-us/	-
15:20:08	log	content=SpanishAudioPath = http://promptstore/voice/samsclub/refillreminder/es-us/	-
15:20:08	log	content=DTMFCommonGrammarPath = http://grammarstore/grammar/dtmf/common/	-
15:20:08	log	content=DTMFGrammarPath = http://grammarstore/grammar/dtmf/menu/	-
15:20:08	log	content=DTMFGrammar = dtmf_menu_	-
15:20:08	log	content=WicStdLogFrequency = HOURLY	-
15:20:08	log	content=WicStdLogType = APP	-
15:20:08	log	content=ErrorLogLoc = /wic/wic/samsclub/refillreminder/error/	-
15:20:08	log	content=ErrorLogName = v.error.20180619	-
15:20:08	log	content=LogErrorHeader = DEV,samsclub,refillreminder	-
15:20:08	log	content=EnglishLanguage = english	-
15:20:08	log	content=EnglishAcousticModel = en-us	-
15:20:08	log	content=EnglishAudioTalent = stacey	-
15:20:08	log	content=EnglishTtsTalent = Jill	-
15:20:08	log	content=SpanishLanguage = spanish	-
15:20:08	log	content=SpanishAcousticModel = es-us	-
15:20:08	log	content=SpanishAudioTalent = annamaria	-
15:20:08	log	content=SpanishTtsTalent = Paulina	-
15:20:08	log	content=EnglishDynocatAudioPath = http://promptstore/voice/wicstd//dynocat/	-
15:20:08	log	content=SpanishDynocatAudioPath = http://promptstore/voice/wicstd/annamaria/dynocat/	-
15:20:08	log	content=APN = 7513123017	-
15:20:08	log	content=DNIS = 3123017	-
15:20:08	log	content=ANI = 8175470041	-
15:20:08	log	content=CustomMDY = 06192018	-
15:20:08	log	content=CustomTime = 152004	-
15:20:08	log	content=LeaveMessage = true	-
15:20:08	log	content=RandomDigit =	-
15:20:08	log	content=PrefKey =	-
15:20:08	log	content=Priority =	-
15:20:08	log	content=Version =	-
15:20:08	log	content=Format = 18	-
15:20:08	log	content=Function = 38	-
15:20:08	log	content=Program = 01	-
15:20:08	log	content=Application = 24	-
15:20:08	log	content=Campaign = 2	-
15:20:08	log	content=StoreNumber = 5529	-
15:20:08	log	content=StoreAddress = 11808 Miracle Hills	-
15:20:08	log	content=StoreCity =	-
15:20:08	log	content=StoreState =	-
15:20:08	log	content=StoreCountry =	-
15:20:08	log	content=StoreZipCode =	-
15:20:08	log	content=StoreOpen = 08:00, 08:00, 08:00, 08:00, 07:00, 06:00, 05:00	-
15:20:08	log	content=StoreClose = 23:00, 23:00, 23:00, 20:00, 19:00, 18:00, 17:00	-
15:20:08	log	content=WaitingInStore =	-
15:20:08	log	content=PharmacyPhone = 8175470223	-
