HVP-6.0-SP2p41.1-2199-39494
Interactive Services
AdministrationReportsConfigurationuser: rcronqui@west.com Logout
Customer Usage
Call
Call ID:	e4008-20180614140801274-452
Application Name:	WalmartRefillReminderDev
Application Description:	WalmartRefillReminderDev
CLID:	9990004328175470038
DNIS:	7513123015
Call Date:	Thursday, June 14th 2018
Call Utterance:	not available
Event Search
Event ID:	  
Parameter:	
 
Events
Time	ID	Param ID	Utterance
14:08:01	call start	ANI=9990004328175470038|DNIS=7513123015|VURL=http://10.27.120.32:80/vxml/docs/27181462702.vdoc|outbound=Y	-
14:08:01	document dump	URL=/opt/holly/client/data/dnis/all.js|fetchtype=script|mimetype=test/javascript	-
14:08:01	note	message=enable full call recording|callrecording=/var/data/holly/data/call/2018/0614/1408/e4008-20180614140801274-452/call.wav	-
14:08:01	fetch	uri=http://10.27.120.32:80/vxml/docs/27181462702.vdoc|fetchtype=vxml|mimetype=text/plain|incache=false|latency=0.009|documentsize=6870|outcome=success|failover=false|localport=36868|hostname=10.27.120.32|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=49|bytesread=7220|byteswritten=188|cachedecision=nc(no-cache)|method=GET	-
14:08:01	document dump	URL=http://10.27.120.32:80/vxml/docs/27181462702.vdoc|fetchtype=vxml|mimetype=text/plain	-
14:08:01	fetch	uri=http://10.27.122.135:5959/vxml/appHolly.vxml|fetchtype=vxml|mimetype=application/voicexml+xml|incache=false|latency=0.012|documentsize=4221|outcome=success|failover=false|localport=35788|hostname=10.27.122.135|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=44|bytesread=4505|byteswritten=240|cachedecision=ca(vxml maxage)(Last Modified)|method=GET	-
14:08:01	document dump	URL=http://10.27.122.135:5959/vxml/appHolly.vxml|fetchtype=vxml|mimetype=application/voicexml+xml	-
14:08:01	placecall start	remote=sip:9990004328175470038@10.27.219.50:5060;req=27181462702-1;APN=7513123015|local=7513123015<sip:8888888888@10.27.219.50:5060>|application=7513123015	-
14:08:03	placecall end	result=success	-
14:08:03	sip session	callid=99fe1421-2b84-411e-b30e-0f5e73d88d0a@10.27.128.109|remote-rtp=10.27.219.10:24164|local-rtp=10.27.128.109:14328|originator=LOCAL	-
14:08:03	asr session	asrengine=dtmf|sessionid=dtmf:linux6425:wichllyp:449|setuptime=0.000	-
14:08:03	log	label=messageid|expr=2A706AD937AD43F7AE05E04A1644D19A	-
14:08:03	fetch	uri=http://linux2441.wic.west.com/vxml/walmart/refillreminder/index.php|fetchtype=vxml|mimetype=text/html|incache=false|latency=0.008|documentsize=11313|outcome=success|failover=false|localport=50374|hostname=linux2441.wic.west.com|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=67|bytesread=11672|byteswritten=1164|cachedecision=n/a|method=POST	-
14:08:03	document dump	URL=http://linux2441.wic.west.com/vxml/walmart/refillreminder/index.php|fetchtype=vxml|mimetype=text/html	-
14:08:03	fetch	uri=http://linux2441.wic.west.com/vxml/walmart/refillreminder/dev/root.vxml.php|fetchtype=vxml|mimetype=text/html|incache=false|latency=0.014|documentsize=16845|outcome=success|failover=false|localport=50376|hostname=linux2441.wic.west.com|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=75|bytesread=17146|byteswritten=316|cachedecision=nc(pragma no-cache)|method=GET	-
14:08:03	document dump	URL=http://linux2441.wic.west.com/vxml/walmart/refillreminder/dev/root.vxml.php|fetchtype=vxml|mimetype=text/html	-
14:08:03	document dump	URL=/opt/holly/client/data/dnis/all.js|fetchtype=script|mimetype=test/javascript	-
14:08:03	log	content=PRE Sonus ANI: 9990004328175470038	-
14:08:03	log	content=POST Sonus ANI: 8175470038	-
14:08:03	fetch	uri=http://linux2441.wic.west.com/vxml/walmart/refillreminder/index.php|fetchtype=vxml|mimetype=text/html|incache=false|latency=0.009|documentsize=2940|outcome=success|failover=false|localport=50378|hostname=linux2441.wic.west.com|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=67|bytesread=3215|byteswritten=2105|cachedecision=n/a|method=POST	-
14:08:03	document dump	URL=http://linux2441.wic.west.com/vxml/walmart/refillreminder/index.php|fetchtype=vxml|mimetype=text/html	-
14:08:03	fetch	uri=http://linux2441.wic.west.com/vxml/walmart/refillreminder/dev/root.vxml.php|fetchtype=vxml|mimetype=text/html|incache=false|latency=0.014|documentsize=17336|outcome=success|failover=false|localport=50380|hostname=linux2441.wic.west.com|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=75|bytesread=17637|byteswritten=316|cachedecision=nc(pragma no-cache)|method=GET	-
14:08:03	document dump	URL=http://linux2441.wic.west.com/vxml/walmart/refillreminder/dev/root.vxml.php|fetchtype=vxml|mimetype=text/html	-
14:08:03	log	content=FRAMEWORK FILENAME: /wic/wic/wic/wicstd/framework/v.holly.14.20180614	-
14:08:03	log	content=FRAMEWORK LOGDATA: 1528999681,4008,452,20180614,140801,7513123015,8175470038,walmart,refillreminder,20,Holly,4008,e4008-20180614140801274-452,linux2441,9990004328175470038	-
